time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;5.25;0.4846;0.05
0.001000;-3.40282e+38;5.25;0.4846;0.05
0.002032;-3.40282e+38;5.25;0.4846;0.05
0.003030;-3.40282e+38;5.25;0.4846;0.05
0.004028;-3.40282e+38;5.25;0.4846;0.05
0.005026;-3.40282e+38;5.25;0.4846;0.05
0.006025;-3.40282e+38;5.25;0.4846;0.05
0.007023;-3.40282e+38;5.25;0.4846;0.05
0.008022;-3.40282e+38;5.25;0.4846;0.05
0.009020;-3.40282e+38;5.25;0.4846;0.05
0.010017;-3.40282e+38;5.25;0.4846;0.05
0.011015;-3.40282e+38;5.25;0.4846;0.05
0.012012;-3.40282e+38;5.25;0.4846;0.05
0.013009;-3.40282e+38;5.25;0.4846;0.05
0.014005;-3.40282e+38;5.25;0.4846;0.05
0.015001;-3.40282e+38;5.25;0.4846;0.05
0.016030;-3.40282e+38;5.25;0.4846;0.05
0.017026;-3.40282e+38;5.25;0.4846;0.05
0.018021;-3.40282e+38;5.25;0.4846;0.05
0.019015;-3.40282e+38;5.25;0.4846;0.05
0.020010;-3.40282e+38;5.25;0.4846;0.05
0.021005;-3.40282e+38;5.25;0.4846;0.05
0.022032;-3.40282e+38;5.25;0.4846;0.05
0.023026;-3.40282e+38;5.25;0.4846;0.05
0.024020;-3.40282e+38;5.25;0.4846;0.05
0.025014;-3.40282e+38;5.25;0.4846;0.05
0.026008;-3.40282e+38;5.25;0.4846;0.05
0.027002;-3.40282e+38;5.25;0.4846;0.05
0.028027;-3.40282e+38;5.25;0.4846;0.05
0.029018;-3.40282e+38;5.25;0.4846;0.05
0.030008;-3.40282e+38;5.25;0.4846;0.05
0.031031;-3.40282e+38;5.25;0.4846;0.05
0.032021;-3.40282e+38;5.25;0.4846;0.05
0.033011;-3.40282e+38;5.25;0.4846;0.05
0.034000;-3.40282e+38;5.25;0.4846;0.05
0.035022;-3.40282e+38;5.25;0.4846;0.05
0.036009;-3.40282e+38;5.25;0.4846;0.05
0.037029;-3.40282e+38;5.25;0.4846;0.05
0.038017;-3.40282e+38;5.25;0.4846;0.05
0.039006;-3.40282e+38;5.25;0.4846;0.05
0.040026;-3.40282e+38;5.25;0.4846;0.05
0.041013;-3.40282e+38;5.25;0.4846;0.05
0.042031;-3.40282e+38;5.25;0.4846;0.05
0.043018;-3.40282e+38;5.25;0.4846;0.05
0.044005;-3.40282e+38;5.25;0.4846;0.05
0.045023;-3.40282e+38;5.25;0.4846;0.05
0.046008;-3.40282e+38;5.25;0.4846;0.05
0.047025;-3.40282e+38;5.25;0.4846;0.05
0.048005;-3.40282e+38;5.25;0.4846;0.05
0.049014;-3.40282e+38;5.25;0.4846;0.05
0.050028;-3.40282e+38;5.25;0.4846;0.05
0.051013;-3.40282e+38;5.25;0.4846;0.05
0.052031;-3.40282e+38;5.25;0.4846;0.05
0.053017;-3.40282e+38;5.25;0.4846;0.05
0.054002;-3.40282e+38;5.25;0.4846;0.05
0.055016;-3.40282e+38;5.25;0.4846;0.05
0.056032;-3.40282e+38;5.25;0.4846;0.05
0.057017;-3.40282e+38;5.25;0.4846;0.05
0.058002;-3.40282e+38;5.25;0.4846;0.05
0.059020;-3.40282e+38;5.25;0.4846;0.05
0.060004;-3.40282e+38;5.25;0.4846;0.05
0.061020;-3.40282e+38;5.25;0.4846;0.05
0.062003;-3.40282e+38;5.25;0.4846;0.05
0.063019;-3.40282e+38;5.25;0.4846;0.05
0.064002;-3.40282e+38;5.25;0.4846;0.05
0.065014;-3.40282e+38;5.25;0.4846;0.05
0.066018;-3.40282e+38;5.25;0.4846;0.05
0.067029;-3.40282e+38;5.25;0.4846;0.05
0.068010;-3.40282e+38;5.25;0.4846;0.05
0.069025;-3.40282e+38;5.25;0.4846;0.05
0.070007;-3.40282e+38;5.25;0.4846;0.05
0.071021;-3.40282e+38;5.25;0.4846;0.05
0.072004;-3.40282e+38;5.25;0.4846;0.05
0.073031;-3.40282e+38;5.25;0.4846;0.05
0.074020;-3.40282e+38;5.25;0.4846;0.05
0.075026;-3.40282e+38;5.25;0.4846;0.05
0.076006;-3.40282e+38;5.25;0.4846;0.05
0.077019;-3.40282e+38;5.25;0.4846;0.05
0.078027;-3.40282e+38;5.25;0.4846;0.05
0.079002;-3.40282e+38;5.25;0.4846;0.05
0.080011;-3.40282e+38;5.25;0.4846;0.05
0.081019;-3.40282e+38;5.25;0.4846;0.05
0.082029;-3.40282e+38;5.25;0.4846;0.05
0.083009;-3.40282e+38;5.25;0.4846;0.05
0.084021;-3.40282e+38;5.25;0.4846;0.05
0.085029;-3.40282e+38;5.25;0.4846;0.05
