time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;8.75;0.25;0.15
0.001023;0;0;0;8.75;0.25;0.15
0.002043;0;0;0;8.75;0.25;0.15
0.003064;0;0;0;8.75;0.25;0.15
0.004086;0;0;0;8.75;0.25;0.15
0.005105;0;0;0;8.75;0.25;0.15
0.006126;0;0;0;8.75;0.25;0.15
0.007021;0;0;0;8.75;0.25;0.15
0.008041;0;0;0;8.75;0.25;0.15
0.009062;0;0;0;8.75;0.25;0.15
0.010084;0;0;0;8.75;0.25;0.15
0.011104;0;0;0;8.75;0.25;0.15
0.012123;0;0;0;8.75;0.25;0.15
0.013016;0;0;0;8.75;0.25;0.15
0.014037;0;0;0;8.75;0.25;0.15
0.015056;0;0;0;8.75;0.25;0.15
0.016076;0;0;0;8.75;0.25;0.15
0.017096;0;0;0;8.75;0.25;0.15
0.018114;0;0;0;8.75;0.25;0.15
0.019005;0;0;0;8.75;0.25;0.15
0.020024;0;0;0;8.75;0.25;0.15
0.021043;0;0;0;8.75;0.25;0.15
0.022061;0;0;0;8.75;0.25;0.15
0.023079;0;0;0;8.75;0.25;0.15
0.024097;0;0;0;8.75;0.25;0.15
0.025114;0;0;0;8.75;0.25;0.15
0.026004;0;0;0;8.75;0.25;0.15
0.027021;0;0;0;8.75;0.25;0.15
0.028038;0;0;0;8.75;0.25;0.15
0.029055;0;0;0;8.75;0.25;0.15
0.030071;0;0;0;8.75;0.25;0.15
0.031087;0;0;0;8.75;0.25;0.15
0.032103;0;0;0;8.75;0.25;0.15
0.033118;0;0;0;8.75;0.25;0.15
0.034006;0;0;0;8.75;0.25;0.15
0.035021;0;0;0;8.75;0.25;0.15
0.036035;0;0;0;8.75;0.25;0.15
0.037049;0;0;0;8.75;0.25;0.15
0.038063;0;0;0;8.75;0.25;0.15
0.039076;0;0;0;8.75;0.25;0.15
0.040089;0;0;0;8.75;0.25;0.15
0.041102;0;0;0;8.75;0.25;0.15
0.042114;0;0;0;8.75;0.25;0.15
0.043126;0;0;0;8.75;0.25;0.15
0.044011;0;0;0;8.75;0.25;0.15
0.045022;0;0;0;8.75;0.25;0.15
0.046032;0;0;0;8.75;0.25;0.15
0.047043;0;0;0;8.75;0.25;0.15
0.048053;0;0;0;8.75;0.25;0.15
0.049062;0;0;0;8.75;0.25;0.15
0.050072;0;0;0;8.75;0.25;0.15
0.051081;0;0;0;8.75;0.25;0.15
0.052090;0;0;0;8.75;0.25;0.15
0.053099;0;0;0;8.75;0.25;0.15
0.054108;0;0;0;8.75;0.25;0.15
0.055117;0;0;0;8.75;0.25;0.15
0.056125;0;0;0;8.75;0.25;0.15
0.057008;0;0;0;8.75;0.25;0.15
0.058018;0;0;0;8.75;0.25;0.15
0.059028;0;0;0;8.75;0.25;0.15
0.060037;0;0;0;8.75;0.25;0.15
0.061047;0;0;0;8.75;0.25;0.15
0.062056;0;0;0;8.75;0.25;0.15
0.063065;0;0;0;8.75;0.25;0.15
0.064073;0;0;0;8.75;0.25;0.15
0.065082;0;0;0;8.75;0.25;0.15
0.066090;0;0;0;8.75;0.25;0.15
0.067099;0;0;0;8.75;0.25;0.15
0.068108;0;0;0;8.75;0.25;0.15
0.069118;0;0;0;8.75;0.25;0.15
0.070002;0;0;0;8.75;0.25;0.15
0.071012;0;0;0;8.75;0.25;0.15
0.072022;0;0;0;8.75;0.25;0.15
0.073031;0;0;0;8.75;0.25;0.15
0.074041;0;0;0;8.75;0.25;0.15
0.075050;0;0;0;8.75;0.25;0.15
0.076059;0;0;0;8.75;0.25;0.15
0.077067;0;0;0;8.75;0.25;0.15
0.078076;0;0;0;8.75;0.25;0.15
0.079084;0;0;0;8.75;0.25;0.15
0.080093;0;0;0;8.75;0.25;0.15
0.081101;0;0;0;8.75;0.25;0.15
0.082109;0;0;0;8.75;0.25;0.15
0.083117;0;0;0;8.75;0.25;0.15
0.084125;0;0;0;8.75;0.25;0.15
0.085007;0;0;0;8.75;0.25;0.15
0.086014;0;0;0;8.75;0.25;0.15
0.087022;0;0;0;8.75;0.25;0.15
0.088028;0;0;0;8.75;0.25;0.15
0.089034;0;0;0;8.75;0.25;0.15
0.090040;0;0;0;8.75;0.25;0.15
0.091047;0;0;0;8.75;0.25;0.15
0.092053;0;0;0;8.75;0.25;0.15
0.093059;0;0;0;8.75;0.25;0.15
0.094065;0;0;0;8.75;0.25;0.15
0.095070;0;0;0;8.75;0.25;0.15
0.096075;0;0;0;8.75;0.25;0.15
0.097080;0;0;0;8.75;0.25;0.15
